"primary","celllinename","tissue","gcell_gene__nrpkm_ALK","gcell_gene__nrpkm_APC","gcell_gene__nrpkm_ARID1A","gcell_gene__nrpkm_BCL6","gcell_gene__nrpkm_BRAF","gcell_gene__nrpkm_CBL","gcell_gene__nrpkm_CDKN2A","gcell_gene__nrpkm_CIC","gcell_gene__nrpkm_CSMD3","gcell_gene__nrpkm_CTNNB1","gcell_gene__nrpkm_DAXX","gcell_gene__nrpkm_DNAH5","gcell_gene__nrpkm_DNAJB1","gcell_gene__nrpkm_DNMT3A","gcell_gene__nrpkm_EGFR","gcell_gene__nrpkm_ERBB2","gcell_gene__nrpkm_FBXW7","gcell_gene__nrpkm_GLI1","gcell_gene__nrpkm_IDH1","gcell_gene__nrpkm_KMT2D","gcell_gene__nrpkm_KRAS","gcell_gene__nrpkm_LGALS7","gcell_gene__nrpkm_MET","gcell_gene__nrpkm_MUC16","gcell_gene__nrpkm_NFE2L2","gcell_gene__nrpkm_NOTCH2","gcell_gene__nrpkm_PIK3CA","gcell_gene__nrpkm_PRCC","gcell_gene__nrpkm_PTEN","gcell_gene__nrpkm_RUNX1","gcell_gene__nrpkm_TET2","gcell_gene__nrpkm_TP53","gcell_gene__nrpkm_TP63"
"CL90000815",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90001040",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586199","HCC95 (NCI-H460)","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000618",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000160",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL588477","CUTO-18","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586377","NCI-H865","Lung",0.0465334595339256,6.54324348097535,18.0811689505505,1.381775086981,3.44582865870653,1.61638459049868,38.0759372181187,12.0557574744041,0.0474208104474167,31.8827909194822,28.5989618680372,0.454528329389497,28.5345048418817,7.0121113735389,2.19549529671725,2.15099761560385,1.4386404525415,0.0261136968708509,13.0387279633315,5.55189109957748,10.3841390977338,0,1.92694019379609,0.0016163124409747,10.3211289086393,0.961953601540887,3.98508856547536,21.0386332437356,4.09790931083942,0.329703658816329,0.984741763521523,2.46002537576144,0.0615042595419519
"CL586433","COR-L32","Lung",0,10.4457285971682,25.6315181944103,0.778267468595397,5.38986936601954,5.81701220166594,44.1606193352674,29.3964759982628,0.0858107443662984,42.1284088281118,20.6827485431712,0.0250320545429551,47.31720921827,5.24303011508332,3.95275226217467,1.96032205891557,11.4575725753148,0.0797415801318734,4.00849041704997,10.2264638804543,4.99248376325109,0,8.83086355182985,0,14.5050077566939,7.36893332469324,2.56403801081491,35.8108152952184,7.0410544469263,1.33071788228813,2.9166691567037,6.60985983725479,0.037877905255416
"CL90000615",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587125","NCI-H2195","Lung",0,6.50007963101094,16.6500291119698,15.410171065658,3.09202003511183,6.45588970953708,82.0352343406879,13.7307217418941,0,47.4008777327758,52.1200305240207,0.392098991855057,55.0471215984097,5.08165290686101,36.0055875551347,0.935788070116436,2.6382851756093,0.229622704259052,44.9382331500754,6.98337146204576,12.4446352912712,0,152.334924433071,0.00445883694702301,19.9798790989712,12.6252908521838,5.50299476142896,35.9992959725873,1.83421644755699,8.25997378374829,1.20505753326108,12.2489778207548,2.08467813441788
"CL90000655",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000997",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586336","CPC-N","Lung",0.73803735540145,12.7377665938963,18.5425035560371,0.0304332456451042,5.93761826138496,8.59457149259529,34.6214367134314,12.6769080362506,0.444637620967621,30.8318406599107,63.7875746815482,0.411194036505356,71.6878328068828,6.78712591308388,0.183029579889404,0.913900209767813,2.66045430002543,0.425968651884081,11.7777024245665,8.4046793494388,6.06108317435161,0,0.178078543723216,0.00421846625491921,9.77689341785944,3.89946802139237,20.087908979835,28.7230466350378,4.77771951544914,0.11223968753069,4.39713341509315,31.2088040492021,0.0283274049694315
"CL588472","CUTO-14","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000866",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000534",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90001043",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586818","LS 123","Colon",0.017040831458171,2.19382771870299,13.2074627094959,3.33469224836618,3.24334827285631,8.00243228368215,9.37764689408935,13.7002985078722,0.00716683177059347,57.5065306409076,27.3700702373271,0.387174336951344,89.0364748099368,2.17883623870145,25.1327926407284,22.6152072150897,3.08436113985815,0.0665994094500462,35.0503159547001,10.1848851127064,14.8192289894186,0,69.8048419806555,6.7446252698636,13.645422821516,9.67049389896718,5.15917858776007,44.0155887265672,3.19426123385529,24.5152086475249,0.938220204082778,55.2292155795314,0.211604781130397
"CL90000403",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000516",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000367",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586851","NCI-H2330","Lung",2.2166485691373,6.13873466699852,23.2805052326571,3.62128085149232,5.84761305195243,8.49188259027231,106.429808147087,18.0258143171168,0.00108545629620608,63.1105402766432,48.2991677610848,0.752205729566207,26.78935182087,6.34898431978139,0.841931547035916,2.40884564758626,3.16183673501984,0.00403473951252927,17.2356204956273,6.63027856904187,8.36175727931046,0,24.5006996355773,0.0166487334276359,11.2795038898262,2.35717544772697,8.20214754329567,35.0081524505805,10.2419862363894,0.0531562475490862,2.52623235562151,4.71562519589989,0.0111797839672842
"CL90000307",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000497",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000996",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586476","NCI-H2081","Lung",0.0217740510914116,8.127229031858,28.5556138800729,2.5934157250092,7.40436813949901,7.04190425799427,34.5581244579146,14.0361673957109,5.12150779094786,48.5352764762558,40.4852779760266,0.275570652365879,14.151743423681,10.3392974246177,0.112454673887078,1.2615386510076,5.22090929000182,0.00992808814628454,16.0906481736827,14.5881166651934,9.94845010849746,0,27.8896960903929,0.00491600786063971,15.0778275657568,1.26411479240526,5.76420888991188,68.3634283444769,5.07260524792276,1.19681089012592,2.56020683552754,0.0102776887308803,0.156804452414329
"CL90000471",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000657",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586468","NCI-H1105","Lung",0.0568406718535706,4.54725838826474,31.9257376639575,16.0765796862105,4.8458492843096,16.5729780115434,18.1673193930211,16.7787717120666,0.0836688261753512,86.220877399959,47.7444893760044,0.131179418617893,50.7853838348062,9.88344152147324,0.147874668700187,3.00994121247138,4.28297178351334,0.0243925189272708,26.2238987569243,3.57805179125633,11.1703706478808,0,6.80744186465423,0,18.7123082518036,0.347073646192234,6.64944411704754,44.4054624752313,3.49315354687732,0.0990868318046339,2.1439482348707,60.4330557275839,0.0371738250134531
"CL90000070",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586472","NCI-H1694","Lung",1.09180356227336,10.2476489764964,20.3415320559683,8.48656982472029,9.34735121820172,4.97047868016631,28.0156667272892,25.2933208564396,0.0491065207357595,27.1287465174776,28.1470530432862,0.298105781735561,658.553725309015,16.2882633207032,3.70798500941159,3.71557459083273,4.68335901395819,0.320816264599607,21.5138728833848,12.283574080628,11.4715380631987,0.0429211045135481,6.63219293944524,0,20.5530233455368,2.1713422021452,5.5100729057297,68.0327033138832,6.7667852867973,0.417805728560834,7.80793462060544,44.5604375783524,0.00919596997853491
"CL90000881",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000211",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586480","DMS 454","Lung",0.384596447708913,3.91369428011433,23.651982400945,2.19031339227357,6.78017162999941,5.32383217117606,19.5237958602927,8.78562117144858,0.023753354758676,28.5255547150787,28.3116240415049,0.169054981113291,33.6484318048742,2.91268715449544,0.0156508937180194,5.04896670584809,5.78040014685721,0.0049051874586923,38.7865233142301,15.1449515588505,10.7195395227111,0,29.5371806395848,0,15.372725420311,1.39147418499727,2.53192905423067,32.9633071314346,4.01429195622464,0.297270801965889,1.61400692383654,7.17001628545419,0.106015196348601
"CL90000144",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000359",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586495","NCI-H774","Lung",0.15167034196523,5.40676892866918,9.19988030407386,4.09438813153038,3.68289337143181,8.16896987397813,62.2773654386332,10.0596313704062,0.275716329884847,35.3075720731206,41.5808119473631,0.296845000213687,94.093104918012,5.96589172318696,1.83323169384243,3.77586675793094,3.9651845789096,0.00906958060043422,34.4001195339962,7.68169330540436,14.4530610662648,0,12.2205175066589,0.000748484650610967,22.0579566359393,3.54398178391704,5.98529681372669,53.4233369282956,0.0127156986904947,0.906120935771338,1.75802452685593,4.22033316670512,0.11811443388544
"CL90000783",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586471","NCI-H1672","Lung",0.00417595434632426,7.70744446432378,28.0402244129635,1.45558153805824,4.40868802776669,6.53505621991209,54.208477393617,28.7579630463984,0.0143429010042452,32.7206735012994,21.6426618999187,0.00352336965572936,34.1330191932606,6.50544917715402,0.296473229286953,4.40607796858409,5.06201605589076,0.00761626629259085,4.52097199376914,13.0674813262101,10.2701397840106,0,9.88556522836514,0,26.8110324055819,1.33470115304297,5.3336278134355,32.9176693528007,4.12175761081483,0.110375737692772,2.4727884717398,59.16498812789,0.00844150771310606
"CL586478","DMS 153","Lung",0.00861017546843329,6.46957424687132,10.0212414412564,14.2696540110072,3.1826576220928,7.54104673761505,3.76821997510279,10.1553759672822,0.0105617340998284,97.6538338030252,24.8525471154059,2.14670295935915,46.6937940451067,1.3434391982523,19.0750106913356,26.1409442888444,6.26410959493123,0.266960681040763,34.9151024824952,4.60407728559364,8.75246681316275,0,15.4672811099546,0,68.1822854335675,23.5081399438644,5.65780283032791,26.9758229046639,14.1252589730531,20.6613049810657,0.969511178115494,17.7765305579319,0
"CL586481","DMS 53","Lung",0.0820503847749205,5.70267320761674,15.7282763100588,6.02967754684513,6.74477614157639,6.0538174605662,5.33368779249526,8.07288097725399,0.166956770877243,40.9594735370083,23.6813274211565,3.41865179941609,27.9364003000866,6.00235639972808,2.82412351317781,5.10370762880063,10.9465114010483,0.0220068603425381,68.2363989474886,8.98338103416087,82.8985011609266,0,16.3293654187925,0,26.3125076683578,2.07036336237539,2.5554192943579,29.4112854370188,3.67603063237217,0.954844368649919,0.62948968527458,15.7832269935993,0.00975654338680371
"CL90000321",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000678",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587932","DV-90","Lung",0,4.51804327438375,16.6213833963667,2.97699544090274,1.46093705969418,4.66653733763837,8.8611647442721,6.24751449964678,0.114043606498077,45.8524717045112,26.2928274191455,0.261622816382061,56.8845481602867,0.182365910910753,6.93619109790415,18.2585877271277,3.47071664521723,0.697525343936693,107.56991950302,3.25862570488394,13.9408171355812,0,18.3579055611752,0.00111312812303772,36.3216587898501,4.67884106481089,1.9010757251671,29.8793527479363,3.14454218569959,1.49691387336875,1.43772648450812,14.9863077369664,0.115324898929705
"CL586752","NCI-H460 GDC-0941RF","Lung",0,3.21903679997632,10.3397401474978,2.18504870587783,2.57335419058895,3.18837875795563,0,4.57367248508397,0.0052033949632014,58.3467601478392,18.4074190890223,0.290796651987805,32.7838273595578,1.3810574069004,7.89303500792366,6.33253327818735,1.73792925440923,0.06769521873655,66.8555068619857,6.27933225550388,7.17155577042824,0,18.7629292100986,0,31.9324559876808,5.59654238363983,1.66905602980145,46.27425551103,11.040526772245,2.59488864275797,0.817198291043283,22.7206095825988,0.0133982436207644
"CL129459","NCI-H596","Lung",0.0026015466066503,8.47939325655725,16.0674045398163,7.33916279978447,4.06791674357457,8.40368235149086,30.3688415832621,12.9825359824594,0.00255296478994996,40.406886084609,30.2859023341812,0.171209824080724,49.8315731543323,3.29528186789406,92.7257861899079,4.7626908347148,7.8950517248338,0.204026436517402,241.984163053151,4.45827439869989,5.52404504195958,0,48.3525750882879,0.891222085678164,71.9307368675419,7.67238725094765,7.50780801563256,36.3276198690819,13.8234534907229,12.4876243412748,4.14037730572993,48.2199344781621,10.4915291164331
"CL587151","HCC1033","Colon",0,3.11674414926608,12.573140841737,3.34122212149256,7.02386635271692,10.2389075900943,18.7375683448106,3.30845045074331,0,124.162019447689,15.8923404038141,0.00848419467737515,31.1356220227102,3.47973286157905,10.4549414173643,19.6892974052107,2.87440838309548,0.0122265316548125,104.363640832473,9.93321989379308,11.0558119467135,0,64.5817063731213,0,28.6089291493858,4.65380404882125,2.68388303442414,22.9561873353613,8.18888041558401,3.74242937931381,1.57716194062018,32.9083767551918,0
"CL90000882",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587163","HCC1820","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000558",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587428","HCC4059","Lung",0.00622131657055246,2.76908878157534,20.4322922303053,7.04261793876055,5.5919350728162,4.9008267565771,0.0584837258544728,8.02315672233689,0.00152628460616001,188.39914776293,42.9202385094958,5.23203948554332,49.0745990147137,4.61850324077924,30.8364485442904,42.0765145702054,4.00467982514148,0.00567333832726679,44.2060666111388,7.04109813191509,27.6199553778172,0,204.454784469438,0.506595861910975,31.7478961016274,21.0163661715895,3.85794493338705,40.815176411957,5.07926872269543,23.5494059061795,1.31103684015984,1.64447225582339,6.8917122957765
"CL587412","gBEC1","Lung",0.0097607055187997,8.2958637325194,11.1213693058423,12.6152297538553,5.20425665554235,9.79247713236959,0.0101950986532284,22.3545237480719,0.198752465977538,96.4042051100407,32.3828575469693,0.0308826774594531,66.1336642298436,2.35038807148116,47.8031866210897,18.7898062577941,18.0518101409237,0.845592647285119,35.9121107646514,7.95905138289603,5.31583501733495,0,31.704749494314,0,60.5572771951585,14.6532667505434,4.71125790196966,28.3174991839165,11.2741663265028,8.95921100551016,2.6361104708976,20.8890624844445,30.4545455772331
"CL587154","HCC1719","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000491",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587230","HCC973","Lung",9.66918986648535,6.46784888607535,30.7750926085665,0.0554547524945047,3.65388840611725,9.31795483704465,27.5552027788532,28.5546154159226,0.587072901050745,74.1781750990717,62.1476715501661,0.0831000343635269,48.8159406520544,9.42937699908702,1.77322846643407,1.42172522149826,6.85489299269309,0.323782185881562,8.00190782507802,11.1381947186425,11.0985433322799,0,0.357259334458356,0,9.25627275283606,0.515851967701075,3.56112846039068,64.282752045387,6.49385296782401,0.00779125899060514,2.76687815675009,48.6750897817164,0.0147478681675041
"CL586652",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000210",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000039",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586088","NCI-H2196","Lung",0,8.99128684481506,19.9933101596686,14.9440565851236,6.62784749689802,11.7637402320386,37.6053494549105,11.832373966997,0,63.5699489634245,37.7689965119182,0.6397369045852,60.5085633022312,4.6554684512635,19.0131688308733,0.671765991140125,6.71343014899551,0.377149802495742,78.1492146068014,11.4978150681826,26.2096558811357,0,104.745808425164,0.00382237034327452,34.6980330028748,5.70088474217734,15.5111525502286,39.8840010297832,4.17715144791663,10.5158690943398,2.17867373296299,11.7060649071288,2.66209503504379
"CL90000347",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000514",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586642","SW 1271","Lung",0.0307831255397166,5.20854708041308,15.0446967096832,1.94488364160969,4.64021319673985,11.7362633442171,0.0203072250071951,11.7368252747933,0.106523917523421,111.430278146767,53.5801938353465,0.294583796337503,77.6756499694945,1.95168175966948,24.6811554296374,0.107547967297067,1.99353229599516,0.496426289196908,16.5061952980079,7.69171449586923,6.76481582476231,0,26.5024045943075,0.00243860345336996,33.4604393340222,9.46253327905025,4.79196836980794,21.045105633858,4.51451560600024,8.52177505235293,1.13059995288691,69.3927518633893,0.0573140952022995
"CL90000888",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587413","gSAC1","Lung",0,4.41682333197143,11.8957619929908,5.45342561706881,3.11923218820784,6.97256145045405,5.05354283202137,11.6719360901317,0.317189724977938,93.7597252556284,35.8008980042703,0.0420220585581933,42.5478166862511,1.25251230642005,59.9938245953215,13.5274907580878,5.85248301276763,0.129766680120148,31.1911205602266,6.80520897803267,4.97382782872347,0,52.9495546119525,0,58.7577308668187,21.9283882861983,3.37343541952042,34.4499386431745,7.45265103181861,18.1937145193231,1.82695340513231,26.5102877581852,17.3188523340363
"CL90000193",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586387","HCC1588","Lung",0.025468585221081,4.99702541888174,8.4346371017308,14.4835494103914,6.00843683352599,4.67680125746087,0.0380029231035407,12.5746865052885,0.00714085131986478,66.3569670193628,24.3712586003674,0.351491425401063,137.579436564286,4.23087010160774,17.3849218929007,13.2284182432864,2.61572193876945,10.5111040668583,45.5045829825529,6.33022394832535,12.7960432418049,0.41193211412147,36.2956902170982,0.00657158453010105,27.2201577198276,4.56643303694997,6.33851310298874,34.390998916264,1.4672942503004,9.24948686973585,2.80140555824423,19.4199811181495,165.096946260216
"CL587528","HCC3350","Lung",0.25555685458448,4.15001401802406,20.7663468131934,8.64519849375637,4.99764258040112,6.14580252163466,15.3423281488235,17.0532077694797,0.0192911179454899,203.832618184474,38.5715317180778,0.101175762135388,110.14610447954,4.29657525248866,42.7592572472453,23.5665811976608,4.85036858267099,3.61402449717606,90.5291238971405,8.13299892999519,27.0370946418623,0.0556420421256073,27.026210801028,0.0414242152213189,90.0397045055851,7.85102498854076,26.3825889107766,28.8978069193494,0.0114896163201653,11.5475280190873,4.23414498964828,61.6347203287476,78.6498943680474
"CL90000857",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000617",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587078","HCC2374","Lung",0.00252440596172022,10.4274267776648,23.292046698747,2.22856603262764,3.88687773663648,5.87906524097435,60.102143822635,10.3839654159876,0.0284885438809264,50.6937581555076,34.379223523802,0.230030498342589,28.7131482004389,7.12087518649087,0.18656614129782,4.19224794893501,5.35235559516311,0.0414369789430043,18.9875954066049,7.55477655297416,9.84269929332253,0,12.5118545276271,0.00151985186393508,10.6592749234601,0.397723504413166,6.78168766129838,36.6977871512628,5.79477710111066,0.673298067372169,1.94898956642503,5.18089696655347,0.0153089262690068
"CL90000447",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL90000005",NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587220","HCC4003","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587229","HCC845","Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL586402","HCC954","Lung",0.85227387656936,3.63803513636626,33.9959345648194,4.20742218588728,4.51535846220429,3.97475237157647,12.1397664042665,16.2207086539903,0.087187934933897,55.2352990958404,52.8310392388675,0.492810823819403,37.5258957469369,7.7257809892514,2.29789706255382,5.08149116863223,10.2620823995974,0.0480126611539868,17.6180653176447,7.12662271800279,13.8823264027832,0,1.41130952849408,0,14.7232610935963,1.12464446479125,4.15275461832042,38.9290762232253,3.33206911027589,3.9165363301701,3.29403614542185,31.4249396314982,0.252771024668468
"CL90000446",NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL587069","HCC1561","Lung",0.0264884157682219,5.41576355604829,12.8487485100518,8.857516235821,3.19797420581073,5.08783362669349,0.016600358123987,20.4026756980629,0.179356982924012,109.293807732605,14.6232819219589,0.14079881565227,42.3526017287213,3.17457470180018,17.6633313131538,18.5241050231061,3.94528055010775,0.111114362439235,153.778260391016,6.88365164240368,15.2489877306674,0,106.744646609291,0.318555300554928,35.5011182329955,17.7136386173834,3.72128741402603,35.8179000567688,7.93821757359941,7.3809854727734,1.20526418453958,22.3602610078343,2.35331001763159
